,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid
167,040-0001-0087-00,2888 ROMANA PL,1245,510,1916,02-04-2009,"$220,000",6,3,1,0,174703,WD - Warranty Deed (Conv),1,0.117,"$6,395.43",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,No,No,No,Yes,No,Yes,131020,0,168080,299100,0,0,0,"$6,395.43"
168,040-0003-0137-00,2737 MARKBREIT AVE,1213,510,1915,07-09-2009,"$181,000",5,2,1,0,364017,WD - Warranty Deed (Conv),1,0.106,"$6,456.13",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,No,No,No,Yes,No,Yes,121660,0,178340,300000,0,0,0,"$6,456.13"
169,040-0003-0161-00,2736 COX LN,800,510,1920,04-07-2009,"$145,000",5,2,1,0,20639,WD - Warranty Deed (Conv),1,0.083,"$4,228.30",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,No,No,No,Yes,No,No,112300,0,85990,198290,0,0,0,"$4,228.30"
170,040-0004-0075-00,2744 ARBOR AVE,1064,510,1910,04-23-2009,"$197,500",5,2,1,0,342941,QE - Quit Claim Deed (EX),1,0.145,"$5,819.23",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,YES(14),Yes,No,No,No,Yes,151610,0,110360,261970,0,0,0,"$5,819.23"
171,040-0004-0179-00,3716 MAPLE PARK AVE,1066,510,1916,07-13-2009,"$174,900",5,2,1,0,188439,WD - Warranty Deed (Conv),1,0.079,"$4,806.59",69.301606,CINCINNATI CSD,01003 - OAKLEY 03,YES(10),Yes,No,Yes,No,Yes,120040,0,104590,224630,0,0,0,"$4,806.59"
182,040-0007-0034-00,2847 MARKBREIT AVE,1155,510,1934,06-11-2009,"$211,700",5,2,1,0,241618,WD - Warranty Deed (Conv),2,0.122,"$5,438.43",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,YES(14),No,No,Yes,No,Yes,133590,0,120890,254480,0,0,0,"$5,438.43"
183,040-0A02-0017-00,3865 HYDE PARK AVE,1107,510,1921,03-27-2009,"$189,000",6,3,1,0,297160,WD - Warranty Deed (Conv),1,0.096,"$6,985.33",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,No,No,No,Yes,No,Yes,143680,0,182320,326000,0,0,0,"$6,985.33"
184,042-0004-0122-00,3621 TAMARACK AVE,1159,510,1926,05-04-2009,"$145,000",6,3,1,1,336106,WD - Warranty Deed (Conv),1,0.106,"$6,093.60",69.301606,CINCINNATI CSD,00930 - HYDE PARK 30,YES(09),No,No,Yes,No,Yes,99960,0,185040,285000,0,0,0,"$6,093.60"
185,042-0004-0125-00,3609 TAMARACK AVE,1104,510,1924,04-07-2009,"$118,500",5,2,1,0,362309,WD - Warranty Deed (Conv),1,0.107,"$4,451.49",69.301606,CINCINNATI CSD,00930 - HYDE PARK 30,YES(15),No,No,Yes,No,Yes,99960,0,108040,208000,0,0,0,"$4,451.49"
186,042-0004-0126-00,3605 TAMARACK AVE,1192,510,1924,02-24-2009,"$148,500",5,3,1,2,187689,WD - Warranty Deed (Conv),1,0.106,"$6,473.71",69.301606,CINCINNATI CSD,00930 - HYDE PARK 30,No,No,No,Yes,No,Yes,99960,0,203070,303030,0,0,0,"$6,473.71"
187,042-0004-0155-00,3551 VISTA AVE,1048,510,1905,03-27-2009,"$109,800",4,2,2,0,340014,WD - Warranty Deed (Conv),1,0.073,"$5,460.80",69.301606,CINCINNATI CSD,00930 - HYDE PARK 30,No,No,No,Yes,No,Yes,63750,0,191250,255000,0,0,0,"$5,460.80"
188,042-0008-0049-00,2613 DOWNING DR,1025,510,1946,07-28-2009,"$215,000",5,2,1,0,351767,WD - Warranty Deed (Conv),1,0.123,"$5,591.63",69.301606,CINCINNATI CSD,00905 - HYDE PARK 05,YES(10),No,No,Yes,No,Yes,128800,0,132720,261520,0,0,0,"$5,591.63"
189,042-0009-0131-00,2444 809 MADISON RD,1053,550,1967,07-17-2009,"$118,000",4,1,1,1,18532,WD - Warranty Deed (Conv),1,0.000,"$3,089.64",69.301606,CINCINNATI CSD,00909 - REGENCY CONDO,YES(00),No,No,Yes,No,Yes,23800,0,121030,144830,0,0,0,"$1,545.68"
190,043-0003-0098-00,1312 MEIER AVE,1242,510,1913,06-10-2009,"$251,000",6,3,1,1,210750,WD - Warranty Deed (Conv),1,0.099,"$7,440.86",69.301606,CINCINNATI CSD,00900 - HYDE PARK,No,No,No,Yes,No,Yes,170250,0,178180,348430,0,0,0,"$7,440.86"
191,044-0001-0094-00,3065 10 ALPINE TE,962,550,1969,08-03-2009,"$110,000",5,2,1,1,144612,WD - Warranty Deed (Conv),1,0.000,"$3,268.78",69.301606,CINCINNATI CSD,00604 - ALPINE HAUS CONDO,No,Yes,No,No,No,Yes,23000,0,124520,147520,0,0,0,"$3,268.78"
202,044-0006-0115-00,3147 WILLIS AVE,1234,510,1911,06-12-2009,"$192,750",5,2,1,0,117527,WD - Warranty Deed (Conv),1,0.086,"$6,172.86",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,No,No,No,Yes,No,Yes,70620,0,218500,289120,0,0,0,"$6,172.86"
203,044-0006-0129-00,3136 WILLIS AVE,1172,510,1915,04-23-2009,"$160,000",5,2,1,1,170081,QE - Quit Claim Deed (EX),1,0.105,"$5,331.17",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,No,No,No,Yes,No,Yes,100200,0,148900,249100,0,0,0,"$5,331.17"
204,045-0002-0029-00,3284 NASH AVE,1219,510,1890,04-07-2009,"$220,000",5,2,2,1,199633,WD - Warranty Deed (Conv),1,0.230,"$7,247.55",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,No,No,No,Yes,No,Yes,153240,0,185950,339190,0,0,0,"$7,247.55"
205,045-0003-0025-00,668 DELTA AVE,1297,510,1923,07-08-2009,"$152,500",6,3,1,0,24712,WD - Warranty Deed (Conv),1,0.144,"$5,119.12",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,YES(10),No,No,Yes,No,Yes,113000,0,126480,239480,0,0,0,"$5,119.12"
206,046-0002-0019-00,1333 CRYER AVE,1296,510,1910,03-03-2009,"$219,400",6,3,2,1,225729,WD - Warranty Deed (Conv),1,0.107,"$9,047.30",69.301606,CINCINNATI CSD,00900 - HYDE PARK,No,No,No,Yes,No,Yes,186120,0,236870,422990,0,0,0,"$9,047.30"
207,046-0003-0176-00,2776 SARITA PL,1003,510,1919,04-03-2009,"$234,000",6,3,2,0,84833,WD - Warranty Deed (Conv),1,0.090,"$5,832.17",69.301606,CINCINNATI CSD,00900 - HYDE PARK,No,No,No,Yes,No,Yes,54190,0,217060,271250,0,0,0,"$5,832.17"
208,049-0004-0051-00,4327 THIRTY-FIRST AVE,1272,510,1915,06-08-2009,"$167,000",5,2,2,0,279140,WD - Warranty Deed (Conv),1,0.129,"$5,556.26",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,110850,0,149150,260000,0,0,0,"$5,556.26"
209,049-0004-0108-00,2844 MINOT AVE,1162,510,1912,04-13-2009,"$154,000",5,2,1,0,335387,QE - Quit Claim Deed (EX),1,0.079,"$4,932.27",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,86850,0,136800,223650,0,0,0,"$4,932.27"
210,049-0004-0135-00,2904 MINOT AVE,1292,510,1912,08-20-2009,"$179,900",5,2,1,1,,WE - Warranty Deed (EX),1,0.129,"$6,860.39",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,Yes,No,No,No,Yes,110850,0,198270,309120,0,0,0,"$6,860.39"
211,049-0004-0333-00,2813 ROBERTSON AVE,1037,510,1921,08-10-2009,"$105,000",6,2,1,0,292872,QE - Quit Claim Deed (EX),1,0.092,"$3,585.99",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,No,No,Yes,97580,0,62420,160000,0,0,0,"$3,585.99"
222,050-0002-0190-00,4226 APPLETON ST,1264,510,1922,06-04-2009,"$194,000",6,3,1,0,265508,WD - Warranty Deed (Conv),1,0.135,"$6,733.71",69.301606,CINCINNATI CSD,01000 - OAKLEY,YES(09),No,No,Yes,No,Yes,113010,0,201990,315000,0,0,0,"$6,733.71"
223,050-0002-0199-00,3122 MINOT AVE,1154,510,1921,04-14-2009,"$148,000",5,2,1,1,287665,WD - Warranty Deed (Conv),1,0.109,"$6,100.63",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,Yes,No,No,No,Yes,102460,0,172440,274900,0,0,0,"$6,100.63"
224,050-0003-0099-00,4129 2 BALLARD AVE,1079,550,2004,08-04-2009,"$190,000",4,2,2,0,306042,WD - Warranty Deed (Conv),1,0.000,"$14,097.42",69.301606,CINCINNATI CSD,01000 - OAKLEY,YES(21),No,No,No,No,Yes,45000,0,243000,288000,0,0,0,"$6,386.25"
225,050-0005-0052-00,3301 BACH AVE,1004,510,1913,04-28-2009,"$127,000",5,2,1,0,54690,WD - Warranty Deed (Conv),1,0.085,"$3,767.22",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,73900,0,102390,176290,0,0,0,"$3,767.22"
226,050-0005-0058-00,4114 BALLARD AVE,1268,510,1895,03-24-2009,"$158,000",6,3,1,1,20026,WD - Warranty Deed (Conv),1,0.200,"$6,333.54",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,144500,0,151330,295830,0,0,0,"$6,333.54"
227,050-0005-0089-00,3249 BERWYN PL,1211,510,1922,04-27-2009,"$158,750",5,2,1,1,221675,WD - Warranty Deed (Conv),1,0.170,"$5,532.44",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,125630,0,132770,258400,0,0,0,"$5,532.44"
228,050-0005-0131-00,4037 PAXTON AVE,1217,510,1950,05-11-2009,"$175,000",5,3,1,0,318919,WD - Warranty Deed (Conv),1,0.077,"$5,534.13",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,94510,0,164490,259000,0,0,0,"$5,534.13"
229,050-0007-0067-00,3325 BROTHERTON RD,1154,510,1918,04-29-2009,"$110,000",5,2,3,0,114557,WD - Warranty Deed (Conv),1,0.054,"$4,087.31",69.301606,CINCINNATI CSD,01000 - OAKLEY,YES(13),No,No,Yes,No,Yes,69800,0,121420,191220,0,0,0,"$4,087.31"
230,050-0007-0075-00,4154 SHEREL LN,1137,510,1936,06-12-2009,"$199,500",5,2,1,1,47288,WD - Warranty Deed (Conv),1,0.105,"$5,476.48",69.301606,CINCINNATI CSD,01001 - OAKLEY 01,No,No,No,Yes,No,Yes,126330,0,129840,256170,0,0,0,"$5,476.48"
231,050-0007-0084-00,4166 SHEREL LN,1119,510,1936,04-06-2009,"$227,000",5,2,2,0,311732,TR - Trustees Deed (Conv),1,0.115,"$6,049.86",69.301606,CINCINNATI CSD,01001 - OAKLEY 01,No,No,No,Yes,No,Yes,140370,0,142630,283000,0,0,0,"$6,049.86"
242,050-0007-0106-00,4117 PAXTON AVE,1140,510,1941,07-10-2009,"$200,000",4,2,1,1,321911,WD - Warranty Deed (Conv),1,0.154,"$8,256.72",69.301606,CINCINNATI CSD,01001 - OAKLEY 01,No,Yes,No,No,No,Yes,161960,0,210040,372000,0,0,0,"$8,256.72"
243,050-0007-0131-00,4157 PILLARS DR,987,510,1939,07-31-2009,"$141,000",4,1,1,0,25885,WD - Warranty Deed (Conv),1,0.115,"$5,382.18",69.301606,CINCINNATI CSD,01001 - OAKLEY 01,No,No,No,Yes,No,Yes,140370,0,111310,251680,0,0,0,"$5,382.18"
244,050-0007-0143-00,4109 PILLARS DR,1075,510,1937,04-03-2009,"$192,400",5,2,1,1,307144,WD - Warranty Deed (Conv),1,0.115,"$6,625.53",69.301606,CINCINNATI CSD,01001 - OAKLEY 01,No,No,No,Yes,No,Yes,140370,0,169630,310000,0,0,0,"$6,625.53"
245,050-0007-0159-00,4134 PILLARS DR,1075,510,1937,06-10-2009,"$201,500",5,2,1,0,,QE - Quit Claim Deed (EX),1,0.115,"$5,980.65",69.301606,CINCINNATI CSD,01001 - OAKLEY 01,YES(10),No,No,Yes,No,Yes,140370,0,139350,279720,0,0,0,"$5,980.65"
246,050-0007-0329-00,3627 BROTHERTON RD,1300,510,1948,04-24-2009,"$145,000",6,3,1,0,21313,WD - Warranty Deed (Conv),1,0.093,"$4,797.23",69.301606,CINCINNATI CSD,01001 - OAKLEY 01,YES(09),No,No,Yes,No,Yes,96710,0,127720,224430,0,0,0,"$4,797.23"
247,051-0002-0079-00,3542 MADISON PARK AVE,967,510,1930,02-25-2009,"$147,500",5,2,1,0,237852,WD - Warranty Deed (Conv),1,0.119,"$4,916.88",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,105470,0,124530,230000,112000,0,0,"$4,916.88"
248,051-0002-0107-00,3512 HARROW AVE,993,510,1939,03-30-2009,"$154,000",6,2,1,0,198770,WD - Warranty Deed (Conv),1,0.105,"$4,679.88",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,103610,0,115170,218780,106780,0,0,"$4,679.88"
249,051-0002-0171-00,3539 HARROW AVE,993,510,1939,06-26-2009,"$154,000",5,2,1,0,150500,WD - Warranty Deed (Conv),1,0.122,"$4,729.17",69.301606,CINCINNATI CSD,01000 - OAKLEY,YES(09),No,No,Yes,No,Yes,109520,0,111670,221190,52290,0,0,"$4,729.17"
250,051-0004-0077-00,3440 BROTHERTON RD,1291,510,1915,06-12-2009,"$100,500",6,2,1,0,221100,QE - Quit Claim Deed (EX),1,0.100,"$4,468.63",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,94710,0,114360,209070,122070,0,0,"$4,468.63"
251,051-0005-0054-00,5025 COLLINWOOD PL,1072,510,1937,07-27-2009,"$104,000",5,2,1,0,312192,WD - Warranty Deed (Conv),1,0.165,"$5,733.25",69.301606,CINCINNATI CSD,00802 - MADISONVILLE 02,No,No,No,Yes,No,Yes,60750,0,207250,268000,0,0,0,"$5,733.25"
262,051-0009-0015-00,3806 BROTHERTON RD,876,510,1937,08-04-2009,"$141,000",5,2,1,0,264874,WD - Warranty Deed (Conv),1,0.111,"$4,489.90",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,103320,0,106680,210000,0,0,0,"$4,489.90"
263,061-0002-0195-00,2700 33 ASHLAND AVE,1118,550,1901,05-28-2009,"$156,500",5,2,2,0,359196,WD - Warranty Deed (Conv),1,0.000,"$4,606.92",69.301606,CINCINNATI CSD,01536 - SCHOOLHOUSE LOFTS CONDO,No,Yes,No,Yes,No,Yes,39800,0,175690,215490,212990,0,0,"$4,606.92"
264,061-0002-0202-00,2700 44 ASHLAND AVE,1118,550,1901,08-27-2009,"$155,000",5,2,2,0,92185,WD - Warranty Deed (Conv),1,0.000,"$4,606.90",69.301606,CINCINNATI CSD,01536 - SCHOOLHOUSE LOFTS CONDO,No,No,No,Yes,No,Yes,39800,0,175690,215490,212890,0,0,"$4,606.90"
265,063-0002-0109-00,1349 FLEMING ST,1226,550,1981,08-24-2009,"$174,000",5,2,1,1,112784,WE - Warranty Deed (EX),1,0.000,"$5,319.26",69.301606,CINCINNATI CSD,00723 - INDIANWOODS CONDO,YES(16),Yes,No,No,No,Yes,36000,0,203870,239870,0,0,0,"$5,319.26"
266,063-0003-0220-00,2356 20 PARK AVE,992,550,1906,07-23-2009,"$153,922",4,1,1,1,246705,WD - Warranty Deed (Conv),1,0.000,"$3,628.82",69.301606,CINCINNATI CSD,01539 - VERONA HIST. RES. CONDO,No,Yes,No,Yes,No,Yes,40500,0,129500,170000,149200,0,0,"$3,628.82"
267,063-0003-0222-00,2356 22 PARK AVE,992,550,1906,08-10-2009,"$145,870",4,1,1,1,154510,WD - Warranty Deed (Conv),1,0.000,"$3,263.30",69.301606,CINCINNATI CSD,01539 - VERONA HIST. RES. CONDO,No,No,No,Yes,No,Yes,40500,0,112370,152870,132070,0,0,"$3,263.30"
268,063-0003-0238-00,2356 38 PARK AVE,1071,550,1906,06-12-2009,"$162,500",5,2,1,1,346399,WD - Warranty Deed (Conv),1,0.000,"$3,649.50",69.301606,CINCINNATI CSD,01539 - VERONA HIST. RES. CONDO,No,No,No,Yes,No,Yes,40500,0,130490,170990,145500,0,0,"$3,649.50"
269,063-0003-0244-00,2356 44 PARK AVE,1071,550,1906,06-24-2009,"$165,375",5,2,1,1,165922,WD - Warranty Deed (Conv),1,0.000,"$3,791.62",69.301606,CINCINNATI CSD,01539 - VERONA HIST. RES. CONDO,No,Yes,No,No,No,Yes,40500,0,130490,170990,145500,0,0,"$3,791.62"
270,063-0003-0268-00,2356 58 PARK AVE,1040,550,1906,08-10-2009,"$162,036",4,1,1,1,63441,WD - Warranty Deed (Conv),1,0.000,"$3,463.70",69.301606,CINCINNATI CSD,01539 - VERONA HIST. RES. CONDO,No,No,No,Yes,No,Yes,40500,0,121780,162280,136790,0,0,"$3,463.70"
271,063-0003-0270-00,2356 60 PARK AVE,1255,550,1906,05-19-2009,"$169,300",5,2,1,1,214505,WD - Warranty Deed (Conv),1,0.000,"$4,342.74",69.301606,CINCINNATI CSD,01539 - VERONA HIST. RES. CONDO,No,No,No,Yes,No,Yes,40500,0,162990,203490,178000,0,0,"$4,342.74"
282,063-0003-0272-00,2356 62 PARK AVE,1037,550,1906,03-09-2009,"$174,720",4,1,1,1,353254,WD - Warranty Deed (Conv),1,0.000,"$5,227.92",69.301606,CINCINNATI CSD,01539 - VERONA HIST. RES. CONDO,No,No,No,Yes,No,Yes,40500,0,204500,245000,224260,0,0,"$5,227.92"
283,063-0003-0273-00,2356 63 PARK AVE,1283,550,1906,08-20-2009,"$183,735",5,2,1,1,280074,WD - Warranty Deed (Conv),1,0.000,"$5,227.90",69.301606,CINCINNATI CSD,01539 - VERONA HIST. RES. CONDO,No,No,No,Yes,No,Yes,40500,0,204500,245000,221470,0,0,"$5,227.90"
284,063-0004-0213-00,1023 WINDSOR ST,1258,555,1989,05-18-2009,"$180,500",5,2,2,1,119778,WD - Warranty Deed (Conv),1,0.028,"$6,053.42",69.301606,CINCINNATI CSD,01526 - WINDSOR COURT LANDO,YES(96),No,No,Yes,No,No,30600,0,253300,283900,0,0,0,"$6,053.42"
285,063-0004-0272-00,2200 1203 VICTORY PW,1240,550,1966,06-22-2009,"$172,250",5,2,2,0,320018,FD - Fiduciary Deed (Conv),1,0.000,"$8,792.80",69.301606,CINCINNATI CSD,00728 - THE EDGECLIFF CONDO,No,No,No,Yes,No,Yes,42000,0,370350,412350,0,0,0,"$8,792.80"
286,064-0002-0044-00,1784 E MCMILLAN AVE,1057,510,1926,07-22-2009,"$125,000",4,2,1,0,289502,WD - Warranty Deed (Conv),1,0.226,"$4,828.05",69.301606,CINCINNATI CSD,00713 - EAST WALNUT HILLS 13,No,No,No,Yes,No,Yes,67090,0,157910,225000,145700,0,0,"$4,828.05"
287,069-0001-0378-00,2124 B GILBERT AVE,1244,550,1987,06-24-2009,"$150,000",5,2,2,0,113260,SV - Survivorship Deed (Conv),1,0.000,"$3,738.82",69.301606,CINCINNATI CSD,01533 - GILBERT CONDO,No,No,No,Yes,No,Yes,26500,0,148560,175060,0,0,0,"$3,738.82"
288,069-0003-0295-00,2100 A5 FULTON AVE,1009,550,1887,06-04-2009,"$118,000",4,2,1,0,159497,WD - Warranty Deed (Conv),1,0.000,"$3,079.88",69.301606,CINCINNATI CSD,01518 - STEAMBOAT LANDING CONDO,No,No,No,Yes,No,Yes,20400,0,123750,144150,0,0,0,"$3,079.88"
289,069-0003-0392-00,2100 17 SINTON AVE,1201,550,1880,07-10-2009,"$208,000",5,2,2,1,265408,WD - Warranty Deed (Conv),1,0.000,"$4,652.52",69.301606,CINCINNATI CSD,01535 - BEETHOVEN PLACE CONDO,No,No,No,Yes,No,Yes,22500,0,195500,218000,0,0,0,"$4,652.52"
290,072-0001-0347-00,970 2 HATCH ST,968,550,1885,03-26-2009,"$153,000",3,1,1,0,332187,WE - Warranty Deed (EX),1,0.000,"$3,435.63",69.301606,CINCINNATI CSD,01610 - HATCHVIEWS CONDO,YES(16),No,No,No,No,Yes,68000,0,87000,155000,0,0,0,"$3,435.63"
291,075-0001-0263-00,404 303 READING RD,906,550,1877,07-07-2009,"$156,500",3,1,1,0,48812,WD - Warranty Deed (Conv),1,0.000,"$4,446.79",69.301606,CINCINNATI CSD,01904 - LOFTS ON BROADWAY CONDO,No,No,No,Yes,No,Yes,35000,0,164250,199250,0,0,0,"$4,446.79"
302,075-0002-0250-00,514 DANDRIDGE ST,1259,555,2007,05-27-2009,"$190,000",5,2,1,1,260944,WD - Warranty Deed (Conv),1,0.040,"$7,473.62",69.301606,CINCINNATI CSD,01900 - PENDLETON,No,No,No,Yes,No,Yes,46800,0,303200,350000,0,0,0,"$7,473.62"
303,075-0002-0251-00,516 DANDRIDGE ST,1259,555,2007,05-27-2009,"$190,000",5,2,2,1,265172,WD - Warranty Deed (Conv),1,0.037,"$4,073.79",69.301606,CINCINNATI CSD,01900 - PENDLETON,No,No,No,Yes,No,Yes,46800,0,143700,190500,0,0,0,"$4,073.79"
304,075-0002-0252-00,518 DANDRIDGE ST,1259,555,2007,05-27-2009,"$190,000",5,2,2,1,274439,WD - Warranty Deed (Conv),1,0.150,"$8,398.62",69.301606,CINCINNATI CSD,01900 - PENDLETON,No,No,No,Yes,No,Yes,46800,0,343200,390000,0,0,0,"$8,398.62"
305,075-0004-0296-00,1410 3D MAIN ST,1200,550,1850,03-25-2009,"$105,000",4,2,1,0,115162,WD - Warranty Deed (Conv),1,0.000,"$4,630.74",69.301606,CINCINNATI CSD,01808 - CRAWFORD LOFTS CONDO,YES(21),No,No,Yes,No,Yes,36400,0,170420,206820,0,0,0,"$4,630.74"
306,076-0001-0400-00,104 6A W NINTH ST,938,550,1870,08-10-2009,"$189,900",4,1,1,1,350196,WD - Warranty Deed (Conv),1,0.000,"$5,637.68",69.301606,CINCINNATI CSD,01714 - THE BRITTANY CONDO,No,No,No,Yes,No,Yes,26500,0,226000,252500,223300,0,0,"$5,637.68"
307,076-0001-0401-00,104 6B W NINTH ST,1197,550,1870,04-03-2009,"$229,900",6,2,1,1,20530,WD - Warranty Deed (Conv),1,0.000,"$5,290.53",69.301606,CINCINNATI CSD,01714 - THE BRITTANY CONDO,No,No,No,Yes,No,Yes,26500,0,208610,235110,195750,0,0,"$5,290.53"
308,076-0002-0295-00,30 502 E CENTRAL PW,1217,550,1936,04-17-2009,"$232,640",5,2,2,0,335862,SV - Survivorship Deed (Conv),1,0.000,"$8,197.88",69.301606,CINCINNATI CSD,01813 - AMERICAN BUILDING CONDO,YES(21),No,No,Yes,No,Yes,63000,0,307390,370390,343530,0,0,"$8,197.88"
312,076-0002-0295-00,30 502 E CENTRAL PW,1217,550,1936,04-17-2009,"$239,900",5,2,2,0,335862,SV - Survivorship Deed (Conv),1,0.000,"$8,197.88",69.301606,CINCINNATI CSD,01813 - AMERICAN BUILDING CONDO,YES(21),No,No,Yes,No,Yes,63000,0,307390,370390,343530,0,0,"$8,197.88"
316,076-0002-0301-00,30 701 E CENTRAL PW,1218,550,1936,04-22-2009,"$237,900",5,2,2,0,334398,WD - Warranty Deed (Conv),1,0.000,"$8,137.66",69.301606,CINCINNATI CSD,01813 - AMERICAN BUILDING CONDO,No,No,No,Yes,No,Yes,63000,0,307580,370580,345960,0,0,"$8,137.66"
317,076-0002-0346-00,1150 34 VINE ST,1254,550,2005,04-16-2009,"$185,000",6,2,2,0,343085,WD - Warranty Deed (Conv),1,0.000,"$7,235.57",69.301606,CINCINNATI CSD,01818 - GATEWAY CONDO,No,No,No,No,No,Yes,42000,0,273680,315680,291830,0,0,"$7,235.57"
334,076-0002-0354-00,1150 43 VINE ST,1010,550,2005,04-02-2009,"$175,000",3,1,1,0,338313,WD - Warranty Deed (Conv),1,0.000,"$5,840.99",69.301606,CINCINNATI CSD,01818 - GATEWAY CONDO,YES(21),No,No,No,No,Yes,42000,0,209000,251000,251000,0,0,"$5,840.99"
335,076-0002-0359-00,15 E COURT ST,1023,550,1875,04-16-2009,"$158,000",4,1,1,0,,WE - Warranty Deed (EX),1,0.000,"$4,980.43",69.301606,CINCINNATI CSD,01737 - THE 15 CONDOMINIIUM,No,No,No,Yes,No,Yes,40000,0,185350,225350,197840,0,0,"$4,980.43"
336,076-0002-0360-00,15 3 E COURT ST,981,550,1875,04-16-2009,"$168,600",4,1,1,0,306641,WD - Warranty Deed (Conv),1,0.000,"$5,396.06",69.301606,CINCINNATI CSD,01737 - THE 15 CONDOMINIIUM,No,No,No,Yes,No,Yes,40000,0,205000,245000,218800,0,0,"$5,396.06"
337,076-0002-0361-00,15 4 E COURT ST,1024,550,1875,04-16-2009,"$169,000",4,1,1,0,354256,WD - Warranty Deed (Conv),1,0.000,"$4,701.03",69.301606,CINCINNATI CSD,01737 - THE 15 CONDOMINIIUM,No,No,No,No,No,Yes,40000,0,165000,205000,177490,0,0,"$4,701.03"
338,076-0002-0364-00,1122 201A RACE ST,1228,550,1880,04-16-2009,"$249,015",3,1,1,0,221075,WD - Warranty Deed (Conv),1,0.000,"$7,962.95",69.301606,CINCINNATI CSD,01800 - OVER THE RHINE,No,No,No,No,No,Yes,40000,0,308420,348420,321820,0,0,"$7,962.95"
339,080-0002-0337-00,1341 MAIN ST,1224,550,1894,04-23-2009,"$100,000",3,1,1,0,244396,SV - Survivorship Deed (Conv),1,0.000,"$4,317.17",69.301606,CINCINNATI CSD,01815 - COLLINS LOFTS CONDO,No,No,No,Yes,No,Yes,30000,0,163500,193500,0,0,0,"$4,317.17"
340,081-0004-0290-00,1207 E VINE ST,963,550,1900,07-02-2009,"$139,000",4,1,1,0,310694,WD - Warranty Deed (Conv),1,0.000,"$5,354.16",69.301606,CINCINNATI CSD,01821 - DUNCANSON LOFTS CONDO,No,No,No,Yes,No,Yes,20000,0,220000,240000,231510,0,0,"$5,354.16"
341,081-0004-0293-00,1207 H VINE ST,1035,550,1900,06-29-2009,"$151,000",5,2,1,1,116965,WD - Warranty Deed (Conv),1,0.000,"$5,194.55",69.301606,CINCINNATI CSD,01821 - DUNCANSON LOFTS CONDO,No,No,No,Yes,No,Yes,20000,0,211300,231300,222200,0,0,"$5,194.55"
342,081-0004-0296-00,1207 K VINE ST,1134,550,1900,06-29-2009,"$154,000",5,2,1,1,350297,QE - Quit Claim Deed (EX),1,0.000,"$5,573.66",69.301606,CINCINNATI CSD,01821 - DUNCANSON LOFTS CONDO,No,No,No,No,No,Yes,20000,0,219500,239500,229650,0,0,"$5,573.66"
343,081-0004-0328-00,1222 1 REPUBLIC ST,1020,550,1930,08-10-2009,"$140,100",3,1,1,1,270812,WD - Warranty Deed (Conv),1,0.000,"$4,690.24",69.301606,CINCINNATI CSD,01829 - MOTTAINAI LOFTS CONDO,No,No,No,Yes,No,Yes,45000,0,162500,207500,191190,0,0,"$4,690.24"
354,081-0004-0329-00,1222 2 REPUBLIC ST,1188,550,1930,07-14-2009,"$162,576",3,1,1,1,323932,WD - Warranty Deed (Conv),1,0.000,"$9,922.69",69.301606,CINCINNATI CSD,01829 - MOTTAINAI LOFTS CONDO,No,No,No,No,No,Yes,45000,0,225000,270000,251200,0,0,$0.00
